timestamp,voltage
2024-06-10 19:35:43.248,"1023 400
"
2024-06-10 19:35:43.258,"1023 400
"
2024-06-10 19:35:43.269,"1023 400
"
2024-06-10 19:35:43.278,"1023 400
"
2024-06-10 19:35:43.289,"1023 400
"
2024-06-10 19:35:43.300,"1023 400
"
2024-06-10 19:35:43.310,"1023 400
"
2024-06-10 19:35:43.320,"1023 400
"
2024-06-10 19:35:43.332,"1023 400
"
2024-06-10 19:35:43.341,"1023 400
"
2024-06-10 19:35:43.352,"1023 400
"
2024-06-10 19:35:43.361,"1023 400
"
2024-06-10 19:35:43.374,"1023 400
"
2024-06-10 19:35:43.382,"1023 400
"
2024-06-10 19:35:43.393,"1023 400
"
2024-06-10 19:35:43.404,"1023 400
"
2024-06-10 19:35:43.414,"1023 400
"
2024-06-10 19:35:43.424,"1023 400
"
2024-06-10 19:35:43.436,"1023 400
"
2024-06-10 19:35:43.445,"1023 400
"
2024-06-10 19:35:43.457,"1023 400
"
2024-06-10 19:35:43.466,"1023 400
"
2024-06-10 19:35:43.476,"1023 400
"
2024-06-10 19:35:43.489,"1023 400
"
2024-06-10 19:35:43.499,"1023 400
"
2024-06-10 19:35:43.508,"1023 400
"
2024-06-10 19:35:43.519,"1023 400
"
2024-06-10 19:35:43.528,"1023 400
"
2024-06-10 19:35:43.539,"1023 400
"
2024-06-10 19:35:43.550,"1023 400
"
2024-06-10 19:35:43.560,"1023 400
"
2024-06-10 19:35:43.571,"1023 400
"
2024-06-10 19:35:43.580,"1023 400
"
2024-06-10 19:35:43.591,"1023 400
"
2024-06-10 19:35:43.602,"1023 400
"
2024-06-10 19:35:43.611,"1023 400
"
2024-06-10 19:35:43.623,"1023 400
"
2024-06-10 19:35:43.632,"1023 400
"
2024-06-10 19:35:43.643,"1023 400
"
2024-06-10 19:35:43.655,"1023 400
"
2024-06-10 19:35:43.666,"1023 400
"
2024-06-10 19:35:43.674,"1023 400
"
2024-06-10 19:35:43.707,"1023 400
"
2024-06-10 19:35:43.711,"1023 400
"
2024-06-10 19:35:43.716,"1023 400
"
2024-06-10 19:35:43.720,"1023 400
"
2024-06-10 19:35:43.726,"1023 400
"
2024-06-10 19:35:43.737,"1023 400
"
2024-06-10 19:35:43.747,"1023 400
"
2024-06-10 19:35:43.758,"1023 400
"
2024-06-10 19:35:43.768,"1023 400
"
2024-06-10 19:35:43.778,"1023 400
"
2024-06-10 19:35:43.789,"1023 400
"
2024-06-10 19:35:43.800,"1023 400
"
2024-06-10 19:35:43.809,"1023 400
"
2024-06-10 19:35:43.820,"1023 400
"
2024-06-10 19:35:43.830,"1023 400
"
2024-06-10 19:35:43.841,"1023 400
"
2024-06-10 19:35:43.852,"1023 400
"
2024-06-10 19:35:43.861,"1023 400
"
2024-06-10 19:35:43.872,"1023 400
"
2024-06-10 19:35:43.882,"1023 400
"
2024-06-10 19:35:43.892,"1023 400
"
2024-06-10 19:35:43.903,"1023 400
"
2024-06-10 19:35:43.913,"1023 400
"
2024-06-10 19:35:43.924,"1023 400
"
2024-06-10 19:35:43.935,"1023 400
"
2024-06-10 19:35:43.944,"1023 400
"
2024-06-10 19:35:43.956,"1023 400
"
2024-06-10 19:35:43.965,"1023 400
"
2024-06-10 19:35:43.976,"1023 400
"
2024-06-10 19:35:43.987,"1023 400
"
2024-06-10 19:35:43.997,"1023 400
"
2024-06-10 19:35:44.008,"1023 400
"
2024-06-10 19:35:44.018,"1023 400
"
2024-06-10 19:35:44.027,"1023 400
"
2024-06-10 19:35:44.038,"1023 400
"
2024-06-10 19:35:44.065,"1023 400
"
2024-06-10 19:35:44.075,"1023 400
"
2024-06-10 19:35:44.081,"1023 400
"
2024-06-10 19:35:44.086,"1023 400
"
2024-06-10 19:35:44.101,"1023 400
"
2024-06-10 19:35:44.107,"1023 400
"
2024-06-10 19:35:44.111,"1023 400
"
2024-06-10 19:35:44.123,"1023 400
"
2024-06-10 19:35:44.135,"1023 400
"
2024-06-10 19:35:44.142,"1023 400
"
2024-06-10 19:35:44.153,"1023 400
"
2024-06-10 19:35:44.163,"1023 400
"
2024-06-10 19:35:44.174,"1023 400
"
2024-06-10 19:35:44.185,"1023 400
"
2024-06-10 19:35:44.194,"1023 400
"
2024-06-10 19:35:44.206,"1023 400
"
2024-06-10 19:35:44.215,"1023 400
"
2024-06-10 19:35:44.226,"1023 400
"
2024-06-10 19:35:44.236,"1023 400
"
2024-06-10 19:35:44.246,"1023 400
"
2024-06-10 19:35:44.257,"1023 400
"
2024-06-10 19:35:44.267,"1023 400
"
2024-06-10 19:35:44.277,"1023 400
"
2024-06-10 19:35:44.288,"1023 400
"
2024-06-10 19:35:44.298,"1023 400
"
2024-06-10 19:35:44.309,"1023 400
"
2024-06-10 19:35:44.319,"1023 400
"
2024-06-10 19:35:44.329,"1023 400
"
2024-06-10 19:35:44.341,"1023 400
"
2024-06-10 19:35:44.350,"1023 400
"
2024-06-10 19:35:44.360,"1023 400
"
2024-06-10 19:35:44.372,"1023 400
"
2024-06-10 19:35:44.381,"1023 400
"
2024-06-10 19:35:44.392,"1023 400
"
2024-06-10 19:35:44.402,"1023 400
"
2024-06-10 19:35:44.412,"1023 400
"
2024-06-10 19:35:44.424,"1023 400
"
2024-06-10 19:35:44.433,"1023 400
"
2024-06-10 19:35:44.445,"1023 400
"
2024-06-10 19:35:44.456,"1023 400
"
2024-06-10 19:35:44.465,"1023 400
"
2024-06-10 19:35:44.476,"1023 400
"
2024-06-10 19:35:44.485,"1023 400
"
2024-06-10 19:35:44.495,"1023 400
"
2024-06-10 19:35:44.507,"1023 400
"
2024-06-10 19:35:44.516,"1023 400
"
2024-06-10 19:35:44.528,"1023 400
"
2024-06-10 19:35:44.539,"1023 400
"
2024-06-10 19:35:44.547,"1023 400
"
2024-06-10 19:35:44.560,"1023 400
"
2024-06-10 19:35:44.569,"1023 400
"
2024-06-10 19:35:44.579,"1023 400
"
2024-06-10 19:35:44.591,"1023 400
"
2024-06-10 19:35:44.600,"1023 400
"
2024-06-10 19:35:44.611,"1023 400
"
2024-06-10 19:35:44.622,"1023 400
"
2024-06-10 19:35:44.631,"1023 400
"
2024-06-10 19:35:44.642,"1023 400
"
2024-06-10 19:35:44.652,"1023 400
"
2024-06-10 19:35:44.663,"1023 400
"
2024-06-10 19:35:44.673,"1023 400
"
2024-06-10 19:35:44.684,"1023 400
"
2024-06-10 19:35:44.694,"1023 400
"
2024-06-10 19:35:44.705,"1023 400
"
2024-06-10 19:35:44.714,"1023 400
"
2024-06-10 19:35:44.725,"1023 400
"
2024-06-10 19:35:44.736,"1023 400
"
2024-06-10 19:35:44.745,"1023 400
"
2024-06-10 19:35:44.756,"1023 400
"
2024-06-10 19:35:44.766,"1023 400
"
2024-06-10 19:35:44.776,"1023 400
"
2024-06-10 19:35:44.788,"1023 400
"
2024-06-10 19:35:44.797,"1023 400
"
2024-06-10 19:35:44.809,"1023 400
"
2024-06-10 19:35:44.819,"1023 400
"
2024-06-10 19:35:44.828,"1023 400
"
2024-06-10 19:35:44.840,"1023 400
"
2024-06-10 19:35:44.849,"1023 400
"
2024-06-10 19:35:44.860,"1023 400
"
2024-06-10 19:35:44.871,"1023 400
"
2024-06-10 19:35:44.881,"1023 400
"
2024-06-10 19:35:44.892,"1023 400
"
2024-06-10 19:35:44.902,"1023 400
"
2024-06-10 19:35:44.912,"1023 400
"
2024-06-10 19:35:44.927,"1023 400
"
2024-06-10 19:35:44.934,"1023 400
"
2024-06-10 19:35:44.944,"1023 400
"
2024-06-10 19:35:44.954,"1023 400
"
2024-06-10 19:35:44.963,"1023 400
"
2024-06-10 19:35:44.974,"1023 400
"
2024-06-10 19:35:44.984,"1023 400
"
2024-06-10 19:35:44.995,"1023 400
"
2024-06-10 19:35:45.006,"1023 400
"
2024-06-10 19:35:45.017,"1023 400
"
2024-06-10 19:35:45.026,"1023 400
"
2024-06-10 19:35:45.037,"1023 400
"
2024-06-10 19:35:45.047,"1023 400
"
2024-06-10 19:35:45.066,"1023 400
"
2024-06-10 19:35:45.071,"1023 400
"
2024-06-10 19:35:45.083,"1023 400
"
2024-06-10 19:35:45.111,"1023 400
"
2024-06-10 19:35:45.125,"1023 400
"
2024-06-10 19:35:45.130,"1023 400
"
2024-06-10 19:35:45.133,"1023 400
"
2024-06-10 19:35:45.138,"1023 400
"
2024-06-10 19:35:45.142,"1023 400
"
2024-06-10 19:35:45.151,"1023 400
"
2024-06-10 19:35:45.161,"1023 400
"
2024-06-10 19:35:45.172,"1023 400
"
2024-06-10 19:35:45.182,"1023 400
"
2024-06-10 19:35:45.193,"1023 400
"
2024-06-10 19:35:45.204,"1023 400
"
2024-06-10 19:35:45.213,"1023 400
"
2024-06-10 19:35:45.224,"1023 400
"
2024-06-10 19:35:45.234,"1023 400
"
2024-06-10 19:35:45.245,"1023 400
"
2024-06-10 19:35:45.256,"1023 400
"
2024-06-10 19:35:45.265,"1023 400
"
2024-06-10 19:35:45.277,"1023 400
"
2024-06-10 19:35:45.288,"1023 400
"
2024-06-10 19:35:45.297,"1023 400
"
2024-06-10 19:35:45.307,"1023 400
"
2024-06-10 19:35:45.317,"1023 400
"
2024-06-10 19:35:45.328,"1023 400
"
2024-06-10 19:35:45.339,"1023 400
"
2024-06-10 19:35:45.349,"1023 400
"
2024-06-10 19:35:45.359,"1023 400
"
2024-06-10 19:35:45.370,"1023 400
"
2024-06-10 19:35:45.380,"1023 400
"
2024-06-10 19:35:45.390,"1023 400
"
2024-06-10 19:35:45.400,"1023 400
"
2024-06-10 19:35:45.412,"1023 400
"
2024-06-10 19:35:45.424,"1023 400
"
2024-06-10 19:35:45.432,"1023 400
"
2024-06-10 19:35:45.443,"1023 400
"
2024-06-10 19:35:45.453,"1023 400
"
2024-06-10 19:35:45.463,"1023 400
"
2024-06-10 19:35:45.474,"1023 400
"
2024-06-10 19:35:45.484,"1023 400
"
2024-06-10 19:35:45.495,"1023 400
"
2024-06-10 19:35:45.505,"1023 400
"
2024-06-10 19:35:45.515,"1023 400
"
2024-06-10 19:35:45.527,"1023 400
"
2024-06-10 19:35:45.537,"1023 400
"
2024-06-10 19:35:45.547,"1023 400
"
2024-06-10 19:35:45.557,"121 400
"
2024-06-10 19:35:45.566,"699 400
"
2024-06-10 19:35:45.576,"1023 400
"
2024-06-10 19:35:45.586,"1023 400
"
2024-06-10 19:35:45.613,"1023 400
"
2024-06-10 19:35:45.618,"1023 400
"
2024-06-10 19:35:45.629,"1023 400
"
2024-06-10 19:35:45.637,"1023 400
"
2024-06-10 19:35:45.651,"1023 400
"
2024-06-10 19:35:45.654,"1023 400
"
2024-06-10 19:35:45.661,"1023 400
"
2024-06-10 19:35:45.670,"1023 400
"
2024-06-10 19:35:45.685,"1023 400
"
2024-06-10 19:35:45.691,"1023 400
"
2024-06-10 19:35:45.702,"1023 400
"
2024-06-10 19:35:45.711,"1023 400
"
2024-06-10 19:35:45.722,"1023 400
"
2024-06-10 19:35:45.733,"1023 400
"
2024-06-10 19:35:45.742,"1023 400
"
2024-06-10 19:35:45.753,"1023 400
"
2024-06-10 19:35:45.762,"11 400
"
2024-06-10 19:35:45.823,"12 400
"
2024-06-10 19:35:45.944,"13 400
"
2024-06-10 19:35:46.067,"12 400
"
2024-06-10 19:35:46.187,"13 400
"
2024-06-10 19:35:46.309,"191 400
"
2024-06-10 19:35:46.423,"12 400
"
2024-06-10 19:35:46.544,"13 400
"
2024-06-10 19:35:46.665,"13 400
"
2024-06-10 19:35:46.786,"12 400
"
2024-06-10 19:35:46.907,"13 400
"
2024-06-10 19:35:47.029,"13 400
"
2024-06-10 19:35:47.150,"13 400
"
2024-06-10 19:35:47.271,"394 400
"
2024-06-10 19:35:47.385,"1023 400
"
2024-06-10 19:35:47.395,"1023 400
"
2024-06-10 19:35:47.405,"1023 400
"
2024-06-10 19:35:47.416,"1023 400
"
2024-06-10 19:35:47.427,"1023 400
"
2024-06-10 19:35:47.437,"1023 400
"
2024-06-10 19:35:47.448,"1023 400
"
2024-06-10 19:35:47.458,"1023 400
"
2024-06-10 19:35:47.468,"1023 400
"
2024-06-10 19:35:47.478,"1023 400
"
2024-06-10 19:35:47.489,"1023 400
"
2024-06-10 19:35:47.500,"1023 400
"
2024-06-10 19:35:47.509,"1023 400
"
2024-06-10 19:35:47.520,"1023 400
"
2024-06-10 19:35:47.532,"1023 400
"
2024-06-10 19:35:47.541,"1023 400
"
2024-06-10 19:35:47.553,"1023 400
"
2024-06-10 19:35:47.562,"1023 400
"
2024-06-10 19:35:47.573,"1023 400
"
2024-06-10 19:35:47.584,"1023 400
"
2024-06-10 19:35:47.593,"1023 400
"
2024-06-10 19:35:47.604,"1023 400
"
2024-06-10 19:35:47.615,"1023 400
"
2024-06-10 19:35:47.624,"1023 400
"
2024-06-10 19:35:47.635,"1023 400
"
2024-06-10 19:35:47.645,"1023 400
"
2024-06-10 19:35:47.657,"1023 400
"
2024-06-10 19:35:47.667,"1023 400
"
2024-06-10 19:35:47.677,"1023 400
"
2024-06-10 19:35:47.688,"1023 400
"
2024-06-10 19:35:47.698,"1023 400
"
2024-06-10 19:35:47.708,"1023 400
"
2024-06-10 19:35:47.719,"1023 400
"
2024-06-10 19:35:47.728,"1023 400
"
2024-06-10 19:35:47.740,"1023 400
"
2024-06-10 19:35:47.750,"1023 400
"
2024-06-10 19:35:47.759,"1023 400
"
2024-06-10 19:35:47.770,"1023 400
"
2024-06-10 19:35:47.780,"1023 400
"
2024-06-10 19:35:47.790,"1023 400
"
2024-06-10 19:35:47.801,"1023 400
"
2024-06-10 19:35:47.811,"1023 400
"
2024-06-10 19:35:47.822,"1023 400
"
2024-06-10 19:35:47.832,"1023 400
"
2024-06-10 19:35:47.842,"1023 400
"
2024-06-10 19:35:47.852,"1023 400
"
2024-06-10 19:35:47.863,"1023 400
"
2024-06-10 19:35:47.873,"1023 400
"
2024-06-10 19:35:47.884,"1023 400
"
2024-06-10 19:35:47.894,"1023 400
"
2024-06-10 19:35:47.905,"1023 400
"
2024-06-10 19:35:47.915,"1023 400
"
2024-06-10 19:35:47.926,"1023 400
"
2024-06-10 19:35:47.937,"1023 400
"
2024-06-10 19:35:47.947,"1023 400
"
2024-06-10 19:35:47.957,"1023 400
"
2024-06-10 19:35:47.968,"1023 400
"
2024-06-10 19:35:47.977,"1023 400
"
2024-06-10 19:35:47.988,"1023 400
"
2024-06-10 19:35:47.999,"1023 400
"
2024-06-10 19:35:48.008,"1023 400
"
2024-06-10 19:35:48.020,"1023 400
"
2024-06-10 19:35:48.042,"1023 400
"
2024-06-10 19:35:48.054,"1023 400
"
2024-06-10 19:35:48.064,"1023 400
"
2024-06-10 19:35:48.070,"1023 400
"
2024-06-10 19:35:48.085,"1023 400
"
2024-06-10 19:35:48.089,"1023 400
"
2024-06-10 19:35:48.093,"1023 400
"
2024-06-10 19:35:48.107,"1023 400
"
2024-06-10 19:35:48.113,"1023 400
"
2024-06-10 19:35:48.124,"1023 400
"
2024-06-10 19:35:48.134,"1023 400
"
2024-06-10 19:35:48.144,"1023 400
"
2024-06-10 19:35:48.154,"1023 400
"
2024-06-10 19:35:48.165,"1023 400
"
2024-06-10 19:35:48.175,"1023 400
"
2024-06-10 19:35:48.185,"1023 400
"
2024-06-10 19:35:48.196,"13 400
"
2024-06-10 19:35:48.259,"12 400
"
2024-06-10 19:35:48.381,"13 400
"
2024-06-10 19:35:48.502,"13 400
"
2024-06-10 19:35:48.623,"13 400
"
2024-06-10 19:35:48.744,"13 400
"
2024-06-10 19:35:48.865,"13 400
"
2024-06-10 19:35:48.987,"13 400
"
2024-06-10 19:35:49.109,"12 400
"
2024-06-10 19:35:49.230,"13 400
"
2024-06-10 19:35:49.348,"12 400
"
2024-06-10 19:35:49.470,"815 400
"
2024-06-10 19:35:49.544,"1023 400
"
2024-06-10 19:35:49.553,"1023 400
"
2024-06-10 19:35:49.563,"473 400
"
2024-06-10 19:35:49.573,"212 400
"
2024-06-10 19:35:49.582,"13 400
"
2024-06-10 19:35:49.666,"13 400
"
2024-06-10 19:35:49.788,"13 400
"
2024-06-10 19:35:49.909,"12 400
"
2024-06-10 19:35:50.030,"12 400
"
2024-06-10 19:35:50.152,"13 400
"
2024-06-10 19:35:50.273,"13 400
"
2024-06-10 19:35:50.394,"13 400
"
2024-06-10 19:35:50.516,"14 400
"
2024-06-10 19:35:50.636,"12 400
"
2024-06-10 19:35:50.757,"13 400
"
2024-06-10 19:35:50.876,"13 400
"
2024-06-10 19:35:51.000,"12 400
"
2024-06-10 19:35:51.122,"13 400
"
2024-06-10 19:35:51.241,"12 400
"
2024-06-10 19:35:51.364,"159 400
"
2024-06-10 19:35:51.485,"12 400
"
2024-06-10 19:35:51.605,"14 400
"
2024-06-10 19:35:51.725,"13 400
"
2024-06-10 19:35:51.847,"13 400
"
2024-06-10 19:35:51.968,"13 400
"
2024-06-10 19:35:52.090,"13 400
"
2024-06-10 19:35:52.209,"12 400
"
2024-06-10 19:35:52.330,"685 400
"
2024-06-10 19:35:52.381,"296 400
"
2024-06-10 19:35:52.390,"133 400
"
2024-06-10 19:35:52.398,"12 400
"
2024-06-10 19:35:52.511,"13 400
"
2024-06-10 19:35:52.624,"13 400
"
2024-06-10 19:35:52.746,"12 400
"
2024-06-10 19:35:52.867,"13 400
"
2024-06-10 19:35:52.985,"13 400
"
2024-06-10 19:35:53.110,"900 400
"
2024-06-10 19:35:53.127,"1023 400
"
2024-06-10 19:35:53.138,"1023 400
"
2024-06-10 19:35:53.147,"1023 400
"
2024-06-10 19:35:53.159,"1023 400
"
2024-06-10 19:35:53.169,"1023 400
"
2024-06-10 19:35:53.178,"1023 400
"
2024-06-10 19:35:53.189,"1023 400
"
2024-06-10 19:35:53.200,"1023 400
"
2024-06-10 19:35:53.209,"1023 400
"
2024-06-10 19:35:53.221,"1023 400
"
2024-06-10 19:35:53.230,"1023 400
"
2024-06-10 19:35:53.242,"1023 400
"
2024-06-10 19:35:53.252,"1023 400
"
2024-06-10 19:35:53.262,"1023 400
"
2024-06-10 19:35:53.273,"1023 400
"
2024-06-10 19:35:53.282,"1023 400
"
2024-06-10 19:35:53.294,"1023 400
"
2024-06-10 19:35:53.305,"1023 400
"
2024-06-10 19:35:53.313,"1023 400
"
2024-06-10 19:35:53.325,"1023 400
"
2024-06-10 19:35:53.335,"12 400
"
2024-06-10 19:35:53.396,"447 400
"
2024-06-10 19:35:53.444,"1023 400
"
2024-06-10 19:35:53.456,"1023 400
"
2024-06-10 19:35:53.464,"1023 400
"
2024-06-10 19:35:53.475,"1023 400
"
2024-06-10 19:35:53.486,"1023 400
"
2024-06-10 19:35:53.495,"1023 400
"
